"","Rank","Study.Results","Gender","Phases","Funded.Bys","Start.Date","Primary.Completion.Date","Completion.Date","Results.First.Posted","DaysInterval","Country","Multicentric"
"3165",3288,"No Results Available","All","Phase 2|Phase 3","Other","February 2012",2013-12-01,2013-12-01,NA,NA," United States","0"
"3166",3289,"No Results Available","All","Phase 1","NIH","March 2008",2010-06-01,2011-02-01,NA,NA," United States","0"
"3167",3290,"No Results Available","All","Phase 1","NIH","July 1, 2009",2017-06-16,2018-04-20,NA,NA," United States","0"
"3168",3291,"No Results Available","All","Phase 2","Other","January 2013",2016-01-01,2017-03-15,NA,NA," United States","0"
"3169",3292,"No Results Available","All","Phase 1","Industry","July 8, 2011",2014-04-30,2017-11-13,NA,NA,"Multicentric","1"
"3170",3294,"No Results Available","All","Phase 1","Industry","April 2015",2015-11-01,2016-06-01,NA,NA," China","0"
"3171",3295,"No Results Available","All","Phase 1","Industry","February 2012",2013-10-01,2013-11-01,NA,NA," Singapore","0"
"3172",3296,"Has Results","All","Phase 2","Industry","April 2009",2010-07-01,2011-06-01,2011-08-30,425,"Multicentric","1"
"3173",3297,"Has Results","All","Phase 3","Industry","March 2009",2014-10-01,2014-10-01,2016-04-07,554,"Multicentric","1"
"3174",3298,"Has Results","All","Phase 3","Industry","November 2009",2013-04-01,2014-10-01,2014-04-03,367,"Multicentric","1"
"3175",3299,"No Results Available","Female","Phase 2","Other","June 2014",2015-03-01,2017-01-01,NA,NA," Brazil","0"
"3176",3300,"Has Results","All","Phase 3","Other","December 18, 2008",2014-10-01,2017-02-17,2017-06-20,993,"Multicentric","1"
"3177",3301,"No Results Available","All","Phase 2","Other","April 2010",2016-04-01,2016-04-01,NA,NA,"Multicentric","1"
"3178",3302,"Has Results","All","Phase 2","Other","November 4, 2013",2017-03-27,2017-03-27,2018-06-07,437," United States","0"
"3179",3304,"No Results Available","All","Phase 1","Industry","February 2008",2010-07-01,2010-12-01,NA,NA,"Multicentric","1"
"3180",3305,"No Results Available","All","Phase 1","Other","December 2010",2013-11-01,2013-11-01,NA,NA," France","0"
"3181",3306,"No Results Available","All","Phase 2","Other","January 2008",2010-04-01,2010-04-01,NA,NA,"Multicentric","1"
"3182",3307,"Has Results","All","Phase 2","NIH|Other","August 2009",2013-01-01,2013-01-01,2018-07-24,2030,"Multicentric","1"
"3183",3308,"No Results Available","All","Phase 1","Industry","January 2014",2016-11-01,2016-11-01,NA,NA,"Multicentric","1"
"3184",3309,"Has Results","Female","Phase 2","NIH","July 2009",2012-04-01,2012-07-01,2013-05-13,407," United States","0"
"3185",3310,"Has Results","All","Phase 3","Industry","October 2010",2013-10-01,2014-02-01,2015-02-23,510,"Multicentric","1"
"3186",3311,"No Results Available","All","Phase 1","Industry","June 2009",2011-05-01,2011-05-01,NA,NA,"Multicentric","1"
"3187",3312,"Has Results","All","Phase 2","Industry|Other","June 2009",2014-07-01,2015-05-01,2015-05-15,318,"Multicentric","1"
"3188",3313,"No Results Available","All","Phase 2","Industry","October 2011",2014-11-01,2014-11-01,NA,NA,"Multicentric","1"
"3189",3314,"No Results Available","All","Phase 2","Industry","March 2014",2016-11-01,2017-10-05,NA,NA,"Multicentric","1"
"3190",3315,"No Results Available","All","Phase 1","Industry|Other","January 2010",2013-01-01,2013-01-01,NA,NA,"Multicentric","1"
"3191",3316,"No Results Available","All","Phase 2","Other","January 2011",2011-08-01,2011-08-01,NA,NA," Republic of","0"
"3192",3317,"No Results Available","All","Phase 1","Industry","April 2010",2013-04-01,2013-04-01,NA,NA,"Multicentric","1"
"3193",3319,"Has Results","All","Phase 1","Industry","September 2008",2011-08-01,2011-12-01,2012-02-09,192,"Multicentric","1"
"3194",3320,"No Results Available","All","Phase 1|Phase 2","Industry|Other","July 2008",2011-05-01,2011-05-01,NA,NA," Belgium","0"
"3195",3321,"No Results Available","All","Phase 4","Other","July 2012",2013-10-01,2013-11-01,NA,NA," Chile","0"
"3196",3322,"No Results Available","All","Phase 3","Other","January 2010",2014-07-01,2014-07-01,NA,NA,"Multicentric","1"
"3197",3323,"No Results Available","All","Phase 2","Industry","June 2008",2009-12-01,2012-06-01,NA,NA," Republic of","0"
"3198",3324,"No Results Available","All","Phase 1","NIH","August 26, 2011",2012-06-21,2012-06-21,NA,NA," United States","0"
"3199",3325,"No Results Available","All","Phase 1","Industry","November 4, 2014",2017-06-08,2017-06-08,NA,NA,"Multicentric","1"
"3200",3326,"Has Results","All","Phase 2","Industry","June 5, 2013",2015-02-28,2016-07-31,2016-05-17,444,"Multicentric","1"
"3201",3327,"No Results Available","All","Phase 1","NIH","November 15, 2010",2014-11-16,2017-02-03,NA,NA," United States","0"
"3202",3328,"No Results Available","All","Phase 1|Phase 2","Industry|Other","March 2010",2012-02-01,2012-02-01,NA,NA," Hong Kong","0"
"3203",3329,"Has Results","All","Phase 2","Industry","May 2008",2009-05-01,2009-12-01,2011-01-12,621,"Multicentric","1"
"3204",3330,"Has Results","Female","Phase 3","Other","December 2011",2013-11-01,2013-11-01,2015-08-04,641," United States","0"
"3205",3331,"No Results Available","All","Phase 3","Other","August 2010",2012-02-01,2012-02-01,NA,NA," India","0"
"3206",3332,"No Results Available","All","Phase 1","Industry|Other","March 2013",2014-05-01,2014-05-01,NA,NA,"Multicentric","1"
"3207",3333,"Has Results","All","Phase 3","Industry","August 2011",2013-01-01,2013-01-01,2014-03-26,449,"Multicentric","1"
"3208",3334,"Has Results","All","Phase 2","Industry|Other|NIH","January 2009",2011-11-01,2014-12-01,2014-08-19,1022,"Multicentric","1"
"3209",3335,"No Results Available","All","Phase 1","NIH","February 5, 2008",2010-08-27,2010-08-27,NA,NA," United States","0"
"3210",3336,"No Results Available","All","Phase 1","Industry","April 2012",2014-06-01,2014-06-01,NA,NA," United States","0"
"3211",3337,"No Results Available","All","Phase 3","Other","November 2008",2012-06-01,2014-06-01,NA,NA," Saudi Arabia","0"
"3212",3338,"No Results Available","All","Phase 2","Industry","January 2011",2012-07-01,2013-11-01,NA,NA,"Multicentric","1"
"3213",3339,"Has Results","All","Phase 1","Industry","July 2010",2011-10-01,2011-10-01,2015-10-16,1476,"Multicentric","1"
"3214",3340,"No Results Available","All","Phase 2","Other","September 2013",2017-01-12,2018-06-01,NA,NA," Italy","0"
"3215",3341,"Has Results","Male","Phase 3","Industry","February 2016",2017-05-01,2017-12-19,2018-09-12,499,"Multicentric","1"
"3216",3342,"No Results Available","All","Phase 1","NIH|Other","October 20, 2011",2017-10-09,2017-10-09,NA,NA," United States","0"
"3217",3343,"No Results Available","All","Phase 1","Industry|Other","March 2009",2014-09-01,2014-09-01,NA,NA," Canada","0"
"3218",3344,"No Results Available","All","Phase 1","Industry","December 31, 2014",2017-06-29,2017-06-29,NA,NA," Germany","0"
"3219",3345,"Has Results","All","Phase 2","NIH|Other","February 2012",2014-02-01,2014-11-01,2017-08-31,1307,"Multicentric","1"
"3220",3346,"No Results Available","All","Phase 1","Other","March 2011",2013-05-01,2015-01-01,NA,NA,"Multicentric","1"
"3221",3347,"No Results Available","All","Phase 2","Other","December 2008",2012-03-01,2012-03-01,NA,NA," Denmark","0"
"3222",3348,"Has Results","All","Phase 3","Industry","September 2011",2015-07-01,2016-05-02,2017-03-01,609,"Multicentric","1"
"3223",3349,"Has Results","Female","Phase 2","NIH|Other","June 18, 2008",2010-09-28,2011-07-01,2017-07-02,2469,"Multicentric","1"
"3224",3350,"No Results Available","All","Phase 1","Industry","August 2013",2015-12-01,2016-01-01,NA,NA,"Multicentric","1"
"3225",3351,"No Results Available","All","Phase 1","NIH","October 7, 2008",2013-01-22,2013-01-22,NA,NA," United States","0"
"3226",3352,"Has Results","All","Phase 2","NIH|Other","February 4, 2013",2016-12-26,2018-01-23,2018-05-08,498," United States","0"
"3227",3353,"No Results Available","All","Phase 1","Other","July 2010",2013-01-01,2013-03-01,NA,NA," France","0"
"3228",3354,"Has Results","All","Phase 2","Industry|Other","July 2010",2014-02-01,2014-02-01,2016-02-18,747," United States","0"
"3229",3355,"No Results Available","All","Phase 1","Industry","January 2011",2013-07-01,2014-01-01,NA,NA,"Multicentric","1"
"3230",3356,"Has Results","All","Phase 3","Industry|Other|NIH","February 2008",2010-06-01,2010-06-01,2014-10-10,1592,"Multicentric","1"
"3231",3357,"Has Results","All","Phase 3","Industry","June 2010",2011-04-01,2011-04-01,2013-06-03,794,"Multicentric","1"
"3232",3358,"No Results Available","All","Phase 1","Industry","November 2011",2013-01-11,2018-01-05,NA,NA,"Multicentric","1"
"3233",3359,"No Results Available","All","Phase 1","Industry","December 10, 2015",2017-01-30,2017-09-12,NA,NA,"Multicentric","1"
"3234",3360,"No Results Available","All","Phase 2","Industry","April 2012",2015-11-01,2015-11-01,NA,NA,"Multicentric","1"
"3235",3361,"Has Results","All","Phase 3","Industry","April 20, 2015",2017-05-08,2017-12-22,2018-06-27,415,"Multicentric","1"
"3236",3362,"No Results Available","All","Phase 1","Industry","November 2013",2016-12-01,2017-03-01,NA,NA,"Multicentric","1"
"3237",3363,"Has Results","All","Phase 2","Industry","April 30, 2011",2014-02-14,2016-12-30,2018-09-12,1671,"Multicentric","1"
"3238",3364,"No Results Available","All","Phase 4","Industry","April 2009",2009-11-01,2009-11-01,NA,NA,"Multicentric","1"
"3239",3365,"Has Results","All","Phase 2","NIH","March 16, 2009",2013-01-30,NA,2015-04-03,793,"Multicentric","1"
"3240",3366,"No Results Available","All","Phase 1","Industry|Other|NIH","September 2014",2016-12-01,2016-12-01,NA,NA," United States","0"
"3241",3367,"No Results Available","All","Phase 2","Industry|Other","June 2010",2016-12-01,2016-12-01,NA,NA," Germany","0"
"3242",3368,"No Results Available","All","Phase 1","Industry","December 8, 2015",2017-02-28,2017-04-28,NA,NA,"Multicentric","1"
"3243",3369,"Has Results","Female","Phase 3","Other","July 2008",2011-06-01,2011-06-01,2013-06-24,754," United States","0"
"3244",3370,"No Results Available","All","Phase 1","Industry|Other","February 2011",2015-05-01,2015-05-01,NA,NA," United States","0"
"3245",3371,"No Results Available","All","Phase 1","NIH|Other","July 2012",2014-08-01,2014-08-01,NA,NA," United States","0"
"3246",3372,"Has Results","All","Phase 2","Industry|Other","May 23, 2011",2016-12-20,2016-12-20,2018-09-17,636,"Multicentric","1"
"3247",3373,"Has Results","All","Phase 2","NIH|Other","January 2010",2013-12-01,2018-03-01,2017-04-10,1226,"Multicentric","1"
"3248",3374,"No Results Available","All","Phase 2","Other","December 2011",2015-12-01,2015-12-01,NA,NA," China","0"
"3249",3375,"Has Results","All","Phase 2","Other","January 2013",2017-06-01,2017-11-01,2018-03-29,301,"Multicentric","1"
"3250",3376,"No Results Available","All","Phase 1","Industry|Other|NIH","November 8, 2013",2014-05-29,2016-07-14,NA,NA," United States","0"
"3251",3378,"Has Results","All","Phase 2","Industry|Other","November 2010",2013-01-01,2013-01-01,2015-08-17,958," Republic of","0"
"3252",3379,"Has Results","Female","Phase 3","Industry","December 2011",2013-06-01,2013-06-01,2015-04-07,675,"Multicentric","1"
"3253",3380,"No Results Available","All","Phase 4","Industry","March 2010",2012-07-01,2012-07-01,NA,NA,"Multicentric","1"
"3254",3381,"No Results Available","All","Phase 1","Industry","March 2009",2009-12-01,NA,NA,NA,"Multicentric","1"
"3255",3382,"No Results Available","All","Phase 1|Phase 2","Industry","July 20, 2010",2016-11-15,2016-12-09,NA,NA,"Multicentric","1"
"3256",3383,"No Results Available","All","Phase 4","Other","March 2008",2012-04-01,2013-10-01,NA,NA,"Multicentric","1"
"3257",3384,"No Results Available","All","Phase 4","Other","July 2013",2016-09-01,2016-10-01,NA,NA," Spain","0"
"3258",3385,"No Results Available","All","Phase 1","Industry","May 2013",2014-08-01,2014-08-01,NA,NA,"Multicentric","1"
"3259",3386,"Has Results","All","Phase 1","Industry","April 2009",2011-06-01,2013-12-01,2018-02-26,2462,"Multicentric","1"
"3260",3387,"No Results Available","All","Phase 1","Industry","January 2008",2013-10-01,2013-10-01,NA,NA," United States","0"
"3261",3388,"Has Results","All","Phase 1","Industry","January 2011",2013-10-01,2016-05-01,2014-08-11,314,"Multicentric","1"
"3262",3389,"No Results Available","All","Phase 1","Industry|Other|NIH","January 2012",2014-10-01,NA,NA,NA," United States","0"
"3263",3390,"No Results Available","All","Phase 1","Other","September 2014",2017-10-19,2017-10-19,NA,NA,"Multicentric","1"
"3264",3391,"No Results Available","All","Phase 4","Other","October 2014",2016-01-01,2016-07-01,NA,NA," Brazil","0"
"3265",3392,"No Results Available","All","Phase 1","NIH","September 2010",2013-08-01,2013-08-01,NA,NA,"Multicentric","1"
"3266",3393,"Has Results","All","Phase 1|Phase 2","Other","May 2008",2010-12-01,2011-01-01,2015-03-04,1554," United States","0"
"3267",3394,"No Results Available","All","Phase 4","Industry","January 2010",2012-09-01,2012-09-01,NA,NA,"Multicentric","1"
"3268",3396,"Has Results","All","Phase 2","Industry","February 2009",2011-07-01,2016-05-01,2018-04-18,2483,"Multicentric","1"
"3269",3397,"No Results Available","Female","Phase 1","NIH","April 21, 2011",2011-07-01,NA,NA,NA," United States","0"
"3270",3398,"No Results Available","All","Phase 3","Industry","September 2011",2012-05-01,2012-06-01,NA,NA," Japan","0"
"3271",3399,"No Results Available","All","Phase 1","Industry","November 2011",2014-10-01,2014-10-01,NA,NA,"Multicentric","1"
"3272",3400,"No Results Available","All","Phase 1","Industry","March 4, 2016",2017-05-20,2017-06-19,NA,NA," United States","0"
"3273",3401,"Has Results","All","Phase 1","NIH|Other","September 2010",2015-02-04,2017-06-01,2018-07-16,1258," United States","0"
"3274",3402,"No Results Available","All","Phase 1","NIH","December 2010",2014-04-01,NA,NA,NA,"Multicentric","1"
"3275",3403,"No Results Available","All","Phase 1","Industry|Other|NIH","May 2012",2015-06-01,2016-06-01,NA,NA," United States","0"
"3276",3404,"Has Results","All","Phase 2","Industry","November 2010",2014-07-01,2014-07-01,2015-11-16,503,"Multicentric","1"
"3277",3405,"No Results Available","All","Phase 1","Industry","November 2011",2015-11-01,2015-11-01,NA,NA,"Multicentric","1"
"3278",3406,"No Results Available","Female","Phase 1","Industry|Other|NIH","April 2009",2011-10-01,2013-06-01,NA,NA," United States","0"
"3279",3407,"No Results Available","All","Phase 1","Industry|Other","October 2011",2016-04-01,2018-08-01,NA,NA,"Multicentric","1"
"3280",3408,"Has Results","All","Phase 1","Other","September 2009",2013-02-01,2013-02-01,2014-07-23,537," United States","0"
"3281",3409,"Has Results","All","Phase 2","Industry|Other","February 2010",2015-05-01,2017-01-01,2017-04-11,711,"Multicentric","1"
"3282",3410,"No Results Available","All","Phase 1","Industry|Other","December 2009",2011-04-01,2011-04-01,NA,NA," Republic of","0"
"3283",3411,"No Results Available","All","Phase 2","Other","January 2014",2017-02-01,2017-02-01,NA,NA,"Multicentric","1"
"3284",3412,"Has Results","All","Phase 4","Other","June 2010",2014-12-01,2016-12-01,2017-04-25,876," Poland","0"
"3285",3413,"No Results Available","All","Phase 2","Industry","July 2012",2014-03-01,2014-09-01,NA,NA,"Multicentric","1"
"3286",3414,"Has Results","Male","Phase 1|Phase 2","NIH|Other","June 2015",2015-08-01,2016-08-01,2017-03-14,591," United States","0"
"3287",3415,"Has Results","Male","Phase 2","Industry|Other","January 2013",2015-03-01,2015-06-01,2016-05-25,451,"Multicentric","1"
"3288",3416,"No Results Available","All","Phase 1","NIH","March 25, 2009",2016-05-12,2016-05-12,NA,NA,"Multicentric","1"
"3289",3417,"No Results Available","All","Phase 1","NIH|Other","January 2009",2012-05-01,2015-01-01,NA,NA," United States","0"
"3290",3418,"Has Results","All","Phase 1","Industry","August 21, 2014",2016-04-05,2016-07-18,2018-11-15,954,"Multicentric","1"
"3291",3419,"Has Results","Female","Phase 3","Industry","March 2012",2013-08-01,2013-12-01,2017-06-28,1427,"Multicentric","1"
"3292",3422,"No Results Available","All","Phase 1","NIH","April 2008",2010-02-01,NA,NA,NA,"Multicentric","1"
"3293",3423,"No Results Available","All","Phase 1","Industry","November 2013",2017-05-01,2017-09-01,NA,NA,"Multicentric","1"
"3294",3424,"No Results Available","All","Phase 4","Industry","August 2009",2010-04-01,2010-04-01,NA,NA,"Multicentric","1"
"3295",3425,"No Results Available","All","Phase 1|Phase 2","Industry","April 2012",2015-02-01,2015-05-01,NA,NA,"Multicentric","1"
"3296",3426,"No Results Available","All","Phase 1","Industry","January 2016",2017-10-01,2017-10-01,NA,NA,"Multicentric","1"
"3297",3427,"No Results Available","All","Phase 1","Other","March 2013",2017-03-10,2017-03-10,NA,NA,"Multicentric","1"
"3298",3428,"No Results Available","All","Phase 1","Industry","February 2014",2015-12-01,2015-12-01,NA,NA," United States","0"
